Code,Branch / Collection Label,Location Name,Refinery ID,Refinery slug,lat,lng,Research
mmy2f,Mid-Manhattan Young Adult Fiction Second Floor,Mid-Manhattan Library,MML,mid-manhattan-library,-73.9817,40.7518,FALSE
mmzzz,Mid-Manhattan (error code),Mid-Manhattan Library,MML,mid-manhattan-library,-73.9817,40.7518,FALSE
mn,Mariner's Harbor,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mna,Mariner's Harbor Adult,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mna01,Mariner's Harbor Reference,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mna03,Mariner's Harbor Closed Shelf Reference,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mna0f,Mariner's Harbor Fiction,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mna0l,Mariner's Harbor World Languages,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mna0n,Mariner's Harbor Non-Fiction,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mna0v,Mariner's Harbor Non-Print Media,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnar,Mariner's Harbor Adult Reference,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj,Mariner's Harbor Children,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj01,Mariner's Harbor Children's Reference,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj0a,Mariner's Harbor Children's Easy Book,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj0f,Mariner's Harbor Children's Fiction,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj0h,Mariner's Harbor Children's Holiday Book,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj0i,Mariner's Harbor Children's Picture Book,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj0l,Mariner's Harbor Children's World Languages,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj0n,Mariner's Harbor Children's Non-Fiction,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj0t,Mariner's Harbor Children's Fairy Tale,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj0v,Mariner's Harbor Children's Non-Print Media,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnj0y,Mariner's Harbor Children's Young Reader,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnjr,Mariner's Harbor Children's Reference,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mny,Mariner's Harbor Young Adult,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mny01,Mariner's Harbor YA Reference,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mny0f,Mariner's Harbor YA Fiction,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mny0l,Mariner's Harbor YA World Languages,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mny0n,Mariner's Harbor YA Non-Fiction,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mny0v,Mariner's Harbor YA Non-Print Media,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnyr,Mariner's Harbor Young Adult Reference,Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mnzzz,Mariner's Harbor (error code),Mariners Harbor Library,MN,mariners-harbor,-74.1665,40.6348,FALSE
mo,Mosholu,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moa,Mosholu Adult,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moa01,Mosholu Reference,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moa03,Mosholu Closed Shelf Reference,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moa0f,Mosholu Fiction,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moa0l,Mosholu World Languages,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moa0n,Mosholu Non-Fiction,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moa0v,Mosholu Non-Print Media,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moar,Mosholu Adult Reference,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj,Mosholu Children,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj01,Mosholu Children's Reference,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj0a,Mosholu Children's Easy Book,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj0f,Mosholu Children's Fiction,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj0h,Mosholu Children's Holiday Book,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj0i,Mosholu Children's Picture Book,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj0l,Mosholu Children's World Languages,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj0n,Mosholu Children's Non-Fiction,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj0t,Mosholu Children's Fairy Tale,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj0v,Mosholu Children's Non-Print Media,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moj0y,Mosholu Children's Young Reader,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
mojr,Mosholu Children's Reference,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moy,Mosholu Young Adult,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moy01,Mosholu YA Reference,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moy0f,Mosholu YA Fiction,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moy0l,Mosholu YA World Languages,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moy0n,Mosholu YA Non-Fiction,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moy0v,Mosholu YA Non-Print Media,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
moyr,Mosholu Young Adult Reference,Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
mozzz,Mosholu (error code),Mosholu Library,MO,mosholu,-73.8784,40.8744,FALSE
mp,Morris Park,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpa,Morris Park Adult,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpa01,Morris Park Reference,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpa03,Morris Park Closed Shelf Reference,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpa0f,Morris Park Fiction,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpa0l,Morris Park World Languages,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpa0n,Morris Park Non-Fiction,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpa0v,Morris Park Non-Print Media,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpar,Morris Park Adult Reference,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj,Morris Park Children,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj01,Morris Park Children's Reference,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj0a,Morris Park Children's Easy Book,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj0f,Morris Park Children's Fiction,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj0h,Morris Park Children's Holiday Book,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj0i,Morris Park Children's Picture Book,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj0l,Morris Park Children's World Languages,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj0n,Morris Park Children's Non-Fiction,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj0t,Morris Park Children's Fairy Tale,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj0v,Morris Park Children's Non-Print Media,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpj0y,Morris Park Children's Young Reader,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpjr,Morris Park Children's Reference,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpy,Morris Park Young Adult,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpy01,Morris Park YA Reference,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpy0f,Morris Park YA Fiction,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpy0l,Morris Park YA World Languages,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpy0n,Morris Park YA Non-Fiction,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpy0v,Morris Park YA Non-Print Media,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpyr,Morris Park Young Adult Reference,Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mpzzz,Morris Park (error code),Morris Park Library,MP,morris-park,-73.8558,40.8467,FALSE
mr,Morrisania,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mra,Morrisania Adult,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mra01,Morrisania Reference,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mra03,Morrisania Closed Shelf Reference,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mra0f,Morrisania Fiction,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mra0l,Morrisania World Languages,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mra0n,Morrisania Non-Fiction,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mra0v,Morrisania Non-Print Media,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrar,Morrisania Adult Reference,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj,Morrisania Children,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj01,Morrisania Children's Reference,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj0a,Morrisania Children's Easy Book,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj0f,Morrisania Children's Fiction,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj0h,Morrisania Children's Holiday Book,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj0i,Morrisania Children's Picture Book,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj0l,Morrisania Children's World Languages,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj0n,Morrisania Children's Non-Fiction,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj0t,Morrisania Children's Fairy Tale,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj0v,Morrisania Children's Non-Print Media,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrj0y,Morrisania Children's Young Reader,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrjr,Morrisania Children's Reference,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mry,Morrisania Young Adult,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mry01,Morrisania YA Reference,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mry0f,Morrisania YA Fiction,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mry0l,Morrisania YA World Languages,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mry0n,Morrisania YA Non-Fiction,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mry0v,Morrisania YA Non-Print Media,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mryr,Morrisania Young Adult Reference,Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mrzzz,Morrisania (error code),Morrisania Library,MR,morrisania,-73.9013,40.8316,FALSE
mu,Muhlenberg,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
mua,Muhlenberg Adult,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
mua01,Muhlenberg Reference,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
mua03,Muhlenberg Closed Shelf Reference,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
mua0f,Muhlenberg Fiction,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
mua0l,Muhlenberg World Languages,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
mua0n,Muhlenberg Non-Fiction,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
mua0v,Muhlenberg Non-Print Media,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muar,Muhlenberg Adult Reference,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj,Muhlenberg Children,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj01,Muhlenberg Children's Reference,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj0a,Muhlenberg Children's Easy Book,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj0f,Muhlenberg Children's Fiction,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj0h,Muhlenberg Children's Holiday Book,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj0i,Muhlenberg Children's Picture Book,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj0l,Muhlenberg Children's World Languages,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj0n,Muhlenberg Children's Non-Fiction,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj0t,Muhlenberg Children's Fairy Tale,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj0v,Muhlenberg Children's Non-Print Media,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muj0y,Muhlenberg Children's Young Reader,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
mujr,Muhlenberg Children's Reference,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muy,Muhlenberg Young Adult,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muy01,Muhlenberg YA Reference,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muy0f,Muhlenberg YA Fiction,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muy0l,Muhlenberg YA World Languages,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muy0n,Muhlenberg YA Non-Fiction,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muy0v,Muhlenberg YA Non-Print Media,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muyr,Muhlenberg Young Adult Reference,Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
muzzz,Muhlenberg (error code),Muhlenberg Library,MU,muhlenberg,-73.9961,40.7444,FALSE
my,Performing Arts Library at Lincoln Center,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
mya,Performing Arts - Adult,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
mya01,Performing Arts Reference,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
mya03,Performing Arts Closed Shelf Reference,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
mya0n,Performing Arts Circulating Non-Fiction,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
mya0s,Performing Arts Circulating Score,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
mya0v,Performing Arts Circulating Recorded Media,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
mya21,Performing Arts Recorded Media Reference,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
mya23,Performing Arts Recorded Media Reference,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myaos,Performing Arts - Orchestra Collection,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myar,Performing Arts - Reserve Film and Video,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myarn,Reserve Film and Video Adult Non-Fiction,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myarv,Reserve Film and Video Adult Fiction,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myas1,Performing Arts Song Index Reference Score,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myav3,Performing Arts Closed Shelf Reference Recorded Media,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myd,Performing Arts Research Collections - Dance,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myd11,Performing Arts Research Collections - Dance - Reference,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myd22,Performing Arts Research Collections - Dance,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myd28,Performing Arts Research Collections – Dance,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myd32,Performing Arts Research Collections - Dance,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myd38,Performing Arts Research Collections – Dance,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myd42,OFFSITE Rose - Request in advance for use at Performing Arts,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myd48,OFFSITE Rose - Request in advance for use at Performing Arts,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myf,Performing Arts Research Collections - TOFT,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myf22,Performing Arts Research Collections - TOFT,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myh,Performing Arts Research Collections - Recorded Sound,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myh11,Performing Arts Research Collections - Recorded Sound - Reference,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myh22,Performing Arts Research Collections - Recorded Sound,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myh23,Performing Arts Research Collections - Recorded Sound - 2nd Floor Reference,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myh32,Performing Arts Research Collections - Recorded Sound,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myh42,OFFSITE Rose - Request in advance for use at Performing Arts,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myj,Performing Arts Children,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myj2v,Performing Arts Circulating Children's Recorded Media,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myjrv,Reserve Film and Video Children's Fiction,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
mym,Performing Arts Research Collections - Music,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
mym11,Performing Arts Research Collections - Music - Reference,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
mym22,Performing Arts Research Collections - Music,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
mym28,Performing Arts Research Collections - Music,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
mym32,Performing Arts Research Collections - Music,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
mym38,Performing Arts Research Collections - Music,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
mym42,OFFSITE Rose - Request in advance for use at Performing Arts,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
mym48,OFFSITE Rose - Request in advance for use at Performing Arts,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myr,Performing Arts Research Collections,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myrfv,Performing Arts - Reserve Film and Video,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myt,Performing Arts Research Collections - Theatre,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myt11,Performing Arts Research Collections - Theatre - Reference,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myt22,Performing Arts Research Collections - Theatre,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myt28,Performing Arts Research Collections – Theatre,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myt32,Performing Arts Research Collections – Theatre,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myt38,Performing Arts Research Collections – Theatre,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myt42,OFFSITE Rose - Request in advance for use at Performing Arts,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myt48,OFFSITE Rose - Request in advance for use at Performing Arts,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myv,Performing Arts - Reserve Film and Video,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myy,Performing Arts Young Adult,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myy0v,Performing Arts Circulating YA Non-Print Media,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myy2v,Performing Arts Circulating Young Adult Recorded Media,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,FALSE
myyrv,Reserve Film and Video Young Adult,"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
myzzz,Performing Arts Library (error code),"New York Public Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",LPA,lpa,-73.9848,40.7735,TRUE
nb,West New Brighton,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nba,West New Brighton Adult,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nba01,West New Brighton Reference,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nba03,West New Brighton Closed Shelf Reference,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nba0f,West New Brighton Fiction,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nba0l,West New Brighton World Languages,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nba0n,West New Brighton Non-Fiction,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nba0v,West New Brighton Non-Print Media,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbar,West New Brighton Adult Reference,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj,West New Brighton Children,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj01,West New Brighton Children's Reference,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj0a,West New Brighton Children's Easy Book,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj0f,West New Brighton Children's Fiction,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj0h,West New Brighton Children's Holiday Book,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj0i,West New Brighton Children's Picture Book,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj0l,West New Brighton Children's World Languages,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj0n,West New Brighton Children's Non-Fiction,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj0t,West New Brighton Children's Fairy Tale,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj0v,West New Brighton Children's Non-Print Media,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbj0y,West New Brighton Children's Young Reader,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbjr,West New Brighton Children's Reference,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nby,West New Brighton Young Adult,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nby01,West New Brighton YA Reference,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nby0f,West New Brighton YA Fiction,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nby0l,West New Brighton YA World Languages,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nby0n,West New Brighton YA Non-Fiction,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nby0v,West New Brighton YA Non-Print Media,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
nbyr,West New Brighton Young Adult Reference,West New Brighton Library,NB,west-new-brighton,-74.1152,40.6346,FALSE
